Child DCN,Child MOSIS ID,RefVisitingType.Description,VisitDate
0000000279,000279,Home Visit,2022-04-19
0000000279,000279,Developmental Check,2024-09-22
0000000281,000281,Family Support Visit,2021-01-23
0000000281,000281,Family Support Visit,2020-03-26
0000000281,000281,Case Management,2021-06-17
0000000281,000281,Developmental Check,2019-12-07
0000000282,000282,Developmental Check,2021-09-07
0000000282,000282,Case Management,2021-09-05
0000000282,000282,Family Support Visit,2022-03-30
0000000282,000282,Developmental Check,2022-01-26
0000000283,000283,Developmental Check,2023-07-23
0000000284,000284,Case Management,2022-09-24
0000000284,000284,Developmental Check,2023-01-12
0000000285,000285,Family Support Visit,2022-11-11
0000000286,000286,Home Visit,2022-12-18
0000000286,000286,Developmental Check,2023-02-18
0000000287,000287,Family Support Visit,2023-04-28
0000000288,000288,Home Visit,2022-07-24
0000000289,000289,Home Visit,2021-02-02
0000000289,000289,Home Visit,2020-11-04
0000000289,000289,Developmental Check,2021-01-30
0000000289,000289,Developmental Check,2021-01-12
0000000289,000289,Family Support Visit,2020-11-14
0000000289,000289,Case Management,2021-01-28
0000000290,000290,Family Support Visit,2021-12-19
0000000290,000290,Home Visit,2021-10-20
0000000290,000290,Developmental Check,2022-03-01
0000000290,000290,Developmental Check,2021-11-08
0000000290,000290,Home Visit,2022-01-16
0000000291,000291,Family Support Visit,2022-05-16
0000000291,000291,Developmental Check,2023-06-01
0000000291,000291,Home Visit,2022-06-07
0000000291,000291,Developmental Check,2023-05-26
0000000292,000292,Case Management,2023-08-11
0000000294,000294,Family Support Visit,2021-12-16
0000000294,000294,Case Management,2023-04-03
0000000294,000294,Developmental Check,2021-08-24
0000000295,000295,Home Visit,2020-07-04
0000000295,000295,Family Support Visit,2020-11-10
0000000295,000295,Home Visit,2019-11-01
0000000296,000296,Home Visit,2021-09-13
0000000296,000296,Developmental Check,2022-03-03
0000000297,000297,Family Support Visit,2024-12-12
0000000297,000297,Developmental Check,2025-04-13
0000000297,000297,Case Management,2025-05-10
0000000298,000298,Home Visit,2022-07-23
0000000299,000299,Case Management,2024-05-21
0000000299,000299,Developmental Check,2025-02-08
0000000300,000300,Family Support Visit,2022-01-09
0000000300,000300,Case Management,2022-03-26
0000000301,000301,Family Support Visit,2021-09-06
0000000301,000301,Home Visit,2025-02-26
0000000302,000302,Case Management,2019-10-09
0000000302,000302,Case Management,2020-07-30
0000000302,000302,Case Management,2019-10-10
0000000302,000302,Family Support Visit,2020-05-26
0000000302,000302,Family Support Visit,2020-03-31
0000000302,000302,Developmental Check,2019-12-22
0000000303,000303,Case Management,2023-08-12
0000000304,000304,Case Management,2020-11-06
0000000304,000304,Developmental Check,2020-11-11
0000000304,000304,Family Support Visit,2020-10-19
0000000304,000304,Family Support Visit,2020-11-10
0000000304,000304,Home Visit,2020-07-16
0000000305,000305,Family Support Visit,2021-03-17
0000000306,000306,Home Visit,2021-08-30
0000000306,000306,Developmental Check,2021-04-21
0000000306,000306,Home Visit,2021-07-26
0000000306,000306,Home Visit,2021-04-22
0000000307,000307,Case Management,2020-05-16
0000000307,000307,Developmental Check,2020-08-15
0000000308,000308,Case Management,2023-11-01
0000000309,000309,Case Management,2023-01-31
0000000309,000309,Developmental Check,2022-10-08
0000000309,000309,Case Management,2022-05-16
0000000309,000309,Home Visit,2022-04-02
0000000309,000309,Case Management,2022-12-16
0000000310,000310,Developmental Check,2020-01-23
0000000311,000311,Case Management,2021-10-15
0000000311,000311,Case Management,2021-12-17
0000000311,000311,Case Management,2021-06-03
0000000312,000312,Home Visit,2022-09-20
0000000313,000313,Home Visit,2026-02-19
0000000314,000314,Home Visit,2024-08-19
0000000315,000315,Family Support Visit,2023-12-25
0000000315,000315,Developmental Check,2024-03-01
0000000315,000315,Developmental Check,2022-09-26
0000000316,000316,Family Support Visit,2024-03-20
0000000316,000316,Family Support Visit,2024-06-07
0000000317,000317,Home Visit,2024-07-02
0000000319,000319,Case Management,2026-05-05
0000000319,000319,Developmental Check,2024-12-13
0000000320,000320,Developmental Check,2023-06-27
0000000320,000320,Home Visit,2023-01-16
0000000320,000320,Home Visit,2022-03-24
0000000320,000320,Home Visit,2020-09-14
0000000321,000321,Family Support Visit,2020-10-21
0000000321,000321,Home Visit,2020-12-19
0000000321,000321,Family Support Visit,2023-04-20
0000000321,000321,Case Management,2023-01-26
0000000322,000322,Case Management,2024-02-07
0000000323,000323,Case Management,2021-12-17
0000000324,000324,Family Support Visit,2021-10-05
0000000324,000324,Developmental Check,2021-09-18
0000000324,000324,Home Visit,2023-04-01
0000000324,000324,Developmental Check,2021-11-08
0000000325,000325,Home Visit,2022-01-04
0000000327,000327,Home Visit,2022-01-04
0000000327,000327,Developmental Check,2021-09-15
0000000327,000327,Family Support Visit,2022-02-05
0000000327,000327,Developmental Check,2022-04-06
0000000327,000327,Developmental Check,2022-06-30
0000000328,000328,Home Visit,2023-04-24
0000000329,000329,Family Support Visit,2018-09-27
0000000329,000329,Home Visit,2019-01-01
0000000329,000329,Developmental Check,2018-11-24
0000000329,000329,Home Visit,2018-12-14
0000000330,000330,Home Visit,2022-10-25
0000000331,000331,Developmental Check,2021-02-27
0000000332,000332,Case Management,2023-11-15
0000000332,000332,Case Management,2024-02-10
0000000333,000333,Case Management,2024-05-23
0000000333,000333,Home Visit,2025-01-13
0000000335,000335,Developmental Check,2023-04-21
0000000336,000336,Developmental Check,2021-12-05
0000000336,000336,Family Support Visit,2022-02-09
0000000337,000337,Case Management,2024-07-16
0000000338,000338,Family Support Visit,2019-02-12
0000000338,000338,Developmental Check,2019-08-09
0000000339,000339,Case Management,2024-03-25
0000000339,000339,Home Visit,2022-10-22
0000000340,000340,Family Support Visit,2022-06-18
0000000340,000340,Developmental Check,2020-12-06
0000000340,000340,Family Support Visit,2021-03-22
0000000340,000340,Family Support Visit,2022-10-15
0000000341,000341,Developmental Check,2018-12-10
0000000341,000341,Case Management,2019-05-22
0000000341,000341,Family Support Visit,2019-02-02
0000000342,000342,Developmental Check,2021-09-01
0000000342,000342,Case Management,2021-06-23
0000000342,000342,Family Support Visit,2022-10-24
0000000342,000342,Family Support Visit,2021-11-02
0000000342,000342,Family Support Visit,2021-11-19
0000000342,000342,Case Management,2021-11-23
0000000343,000343,Case Management,2022-11-20
0000000344,000344,Home Visit,2024-10-01
0000000344,000344,Developmental Check,2026-02-14
0000000344,000344,Developmental Check,2023-01-04
0000000344,000344,Case Management,2025-03-29
0000000345,000345,Family Support Visit,2024-04-07
0000000345,000345,Family Support Visit,2024-07-19
0000000345,000345,Developmental Check,2024-09-14
0000000346,000346,Developmental Check,2021-06-13
0000000346,000346,Case Management,2020-11-16
0000000346,000346,Home Visit,2022-05-29
0000000346,000346,Case Management,2020-11-23
0000000347,000347,Developmental Check,2020-06-20
0000000347,000347,Case Management,2020-11-02
0000000347,000347,Developmental Check,2021-06-03
0000000348,000348,Family Support Visit,2023-09-04
0000000349,000349,Family Support Visit,2024-02-15
0000000349,000349,Family Support Visit,2022-03-09
0000000350,000350,Home Visit,2021-11-09
0000000350,000350,Developmental Check,2023-05-18
0000000351,000351,Home Visit,2024-12-15
0000000351,000351,Family Support Visit,2024-03-23
0000000351,000351,Family Support Visit,2023-03-28
0000000352,000352,Family Support Visit,2023-02-10
0000000352,000352,Case Management,2023-08-09
0000000352,000352,Developmental Check,2023-11-04
0000000354,000354,Home Visit,2020-02-09
0000000354,000354,Home Visit,2019-10-14
0000000354,000354,Family Support Visit,2019-10-19
0000000354,000354,Family Support Visit,2019-10-30
0000000354,000354,Case Management,2019-10-26
0000000354,000354,Home Visit,2020-02-10
0000000355,000355,Case Management,2020-04-28
0000000355,000355,Family Support Visit,2020-10-21
0000000355,000355,Family Support Visit,2020-03-13
0000000355,000355,Case Management,2019-06-26
0000000355,000355,Home Visit,2020-03-02
0000000356,000356,Home Visit,2023-07-08
0000000356,000356,Developmental Check,2023-02-06
0000000356,000356,Family Support Visit,2022-12-18
0000000356,000356,Developmental Check,2022-11-08
0000000357,000357,Family Support Visit,2021-04-10
0000000358,000358,Family Support Visit,2021-11-02
0000000358,000358,Case Management,2021-08-11
0000000359,000359,Home Visit,2025-02-07
0000000359,000359,Case Management,2023-03-22
0000000359,000359,Family Support Visit,2022-09-21
0000000359,000359,Family Support Visit,2023-10-30
0000000360,000360,Case Management,2021-04-25
0000000360,000360,Case Management,2020-12-26
0000000360,000360,Case Management,2021-01-02
0000000360,000360,Developmental Check,2021-06-01
0000000361,000361,Developmental Check,2023-12-07
0000000362,000362,Developmental Check,2023-03-07
0000000364,000364,Case Management,2020-04-23
0000000364,000364,Family Support Visit,2020-12-21
0000000364,000364,Home Visit,2020-05-01
0000000365,000365,Home Visit,2023-01-27
0000000365,000365,Developmental Check,2023-03-15
0000000366,000366,Family Support Visit,2023-07-04
0000000367,000367,Developmental Check,2022-05-15
0000000367,000367,Family Support Visit,2022-07-30
0000000368,000368,Developmental Check,2021-04-09
0000000368,000368,Developmental Check,2021-08-21
0000000368,000368,Case Management,2019-09-15
0000000368,000368,Home Visit,2019-05-09
0000000369,000369,Family Support Visit,2021-10-13
0000000370,000370,Family Support Visit,2023-09-27
0000000370,000370,Case Management,2023-02-06
0000000370,000370,Family Support Visit,2021-10-30
0000000370,000370,Family Support Visit,2021-04-19
0000000371,000371,Family Support Visit,2023-01-30
0000000371,000371,Developmental Check,2022-12-25
0000000371,000371,Family Support Visit,2022-12-16
0000000371,000371,Case Management,2023-01-01
0000000372,000372,Family Support Visit,2023-04-29
0000000372,000372,Home Visit,2023-08-28
0000000372,000372,Case Management,2022-10-10
0000000373,000373,Case Management,2023-02-20
0000000374,000374,Developmental Check,2019-10-03
0000000374,000374,Family Support Visit,2019-09-07
0000000374,000374,Case Management,2020-02-14
0000000374,000374,Developmental Check,2020-03-05
0000000375,000375,Home Visit,2018-09-13
0000000375,000375,Family Support Visit,2018-10-27
0000000375,000375,Case Management,2018-11-08
0000000376,000376,Case Management,2022-05-16
0000000376,000376,Case Management,2026-06-15
0000000376,000376,Family Support Visit,2026-10-16
0000000376,000376,Family Support Visit,2023-01-10
0000000377,000377,Case Management,2024-03-01
0000000377,000377,Home Visit,2023-03-14
0000000377,000377,Home Visit,2024-03-31
0000000377,000377,Case Management,2024-01-27
0000000377,000377,Family Support Visit,2024-06-20
0000000377,000377,Developmental Check,2024-06-11
0000000378,000378,Case Management,2020-04-26
0000000379,000379,Home Visit,2023-04-16
0000000379,000379,Developmental Check,2023-03-03
0000000379,000379,Family Support Visit,2022-10-05
0000000379,000379,Developmental Check,2022-08-02
0000000380,000380,Developmental Check,2022-12-12
0000000380,000380,Home Visit,2019-04-10
0000000380,000380,Case Management,2023-04-07
0000000380,000380,Family Support Visit,2020-11-02
0000000381,000381,Developmental Check,2021-05-06
0000000381,000381,Family Support Visit,2020-10-20
0000000381,000381,Case Management,2021-03-16
0000000381,000381,Developmental Check,2020-06-24
0000000382,000382,Case Management,2021-01-06
0000000383,000383,Developmental Check,2022-06-22
0000000384,000384,Developmental Check,2022-12-17
0000000384,000384,Case Management,2020-12-01
0000000384,000384,Family Support Visit,2021-04-13
0000000385,000385,Developmental Check,2019-08-14
0000000386,000386,Case Management,2021-01-13
0000000386,000386,Developmental Check,2021-06-18
0000000388,000388,Family Support Visit,2023-04-11
0000000388,000388,Family Support Visit,2023-09-05
0000000389,000389,Developmental Check,2022-05-11
0000000390,000390,Family Support Visit,2022-11-27
0000000390,000390,Home Visit,2023-03-13
0000000391,000391,Home Visit,2020-07-09
0000000391,000391,Case Management,2021-04-15
0000000391,000391,Case Management,2020-12-29
0000000391,000391,Developmental Check,2020-05-22
0000000392,000392,Developmental Check,2019-10-19
0000000392,000392,Case Management,2019-12-05
0000000392,000392,Developmental Check,2020-08-27
0000000392,000392,Developmental Check,2020-10-06
0000000392,000392,Case Management,2019-06-01
0000000393,000393,Case Management,2024-09-14
0000000393,000393,Family Support Visit,2023-10-26
0000000393,000393,Developmental Check,2023-05-16
0000000393,000393,Case Management,2024-09-04
0000000393,000393,Home Visit,2023-03-29
0000000393,000393,Home Visit,2025-03-12
0000000394,000394,Home Visit,2019-11-22
0000000394,000394,Home Visit,2018-12-09
0000000394,000394,Case Management,2019-08-09
0000000395,000395,Family Support Visit,2020-09-09
0000000395,000395,Case Management,2021-03-05
0000000396,000396,Developmental Check,2023-12-12
0000000396,000396,Family Support Visit,2022-04-06
0000000396,000396,Family Support Visit,2022-06-01
0000000396,000396,Family Support Visit,2022-04-01
0000000397,000397,Family Support Visit,2023-01-07
0000000397,000397,Home Visit,2023-06-03
0000000398,000398,Family Support Visit,2023-08-03
0000000398,000398,Developmental Check,2024-02-02
0000000399,000399,Developmental Check,2020-02-15
0000000399,000399,Case Management,2023-09-23
0000000400,000400,Family Support Visit,2019-12-24
0000000400,000400,Home Visit,2020-03-18
0000000400,000400,Developmental Check,2019-12-23
0000000400,000400,Developmental Check,2020-03-05
0000000401,000401,Family Support Visit,2020-11-27
0000000401,000401,Case Management,2020-11-23
0000000401,000401,Family Support Visit,2020-05-10
0000000402,000402,Developmental Check,2020-06-01
0000000403,000403,Case Management,2023-08-06
0000000403,000403,Developmental Check,2023-05-06
0000000404,000404,Case Management,2019-11-10
0000000405,000405,Home Visit,2022-05-05
0000000405,000405,Case Management,2022-01-24
0000000405,000405,Case Management,2022-02-15
0000000405,000405,Developmental Check,2022-01-27
0000000405,000405,Home Visit,2022-03-05
0000000406,000406,Developmental Check,2022-07-10
0000000406,000406,Family Support Visit,2022-06-22
0000000406,000406,Home Visit,2022-07-26
0000000406,000406,Case Management,2022-11-08
0000000407,000407,Home Visit,2020-01-02
0000000407,000407,Home Visit,2022-08-23
0000000410,000410,Case Management,2021-11-16
0000000410,000410,Case Management,2021-04-29
0000000410,000410,Home Visit,2022-01-22
0000000410,000410,Family Support Visit,2021-10-23
0000000410,000410,Case Management,2021-07-04
0000000410,000410,Home Visit,2021-10-20
0000000411,000411,Developmental Check,2020-09-28
0000000411,000411,Case Management,2021-02-23
