Child DCN,Child MOSIS ID,RefProgramType.Description,EnrollmentDate,ServicePlanDate,ServicePlanEndDate,VisitingIndicator,NumberOfDaysInAttendance,RefStudentGradeLevel.Description,RefFundingSource.Descriptions
0000000150,000150,Home Visiting,2021-09-20,2021-10-16,2022-06-28,Yes,7,,State
0000000151,000151,Early Intervention,2021-08-14,2021-08-28,2022-05-20,No,31,Early Intervention,Private
0000000151,000151,Childcare Subsidy,2021-09-27,2021-10-12,2023-04-08,No,189,,Local
0000000151,000151,Child Care,2023-04-23,2023-04-24,2024-06-11,No,160,,Private
0000000152,000152,Early Intervention,2020-06-26,2020-07-10,2022-06-09,No,34,Early Intervention,State
0000000153,000153,Child Care,2021-02-09,2021-02-26,2024-02-23,No,113,,State
0000000154,000154,Early Intervention,2018-11-23,2018-12-22,2020-04-01,No,23,Early Intervention,Private
0000000154,000154,Childcare Subsidy,2020-04-17,2020-04-20,2021-05-28,No,160,,State
0000000155,000155,First Steps,2020-12-14,2021-01-09,2022-09-03,No,16,Early Intervention,Private
0000000156,000156,Child Care,2020-04-08,2020-04-13,2020-08-10,No,77,,Local
0000000156,000156,Early Head Start,2021-01-30,2021-02-01,2021-04-17,No,82,,State
0000000156,000156,Early Head Start,2021-06-25,2021-07-11,2022-01-11,No,112,,Local
0000000157,000157,Childcare Subsidy,2021-06-28,2021-07-01,2022-01-08,No,44,,Local
0000000158,000158,Child Care,2022-08-09,2022-09-06,2025-08-30,No,183,,Private
0000000159,000159,Home Visiting,2022-04-30,2022-05-18,2023-03-10,Yes,12,,Local
0000000159,000159,Early Intervention,2023-03-23,2023-03-24,2024-03-02,No,47,Early Intervention,Federal
0000000159,000159,Early Intervention,2024-03-31,2024-04-07,2025-01-19,No,34,Early Intervention,Private
0000000159,000159,Child Care,2025-01-21,2025-02-05,2026-12-04,No,72,,Private
0000000159,000159,Home Visiting,2022-06-24,2022-06-27,2024-01-09,Yes,6,,Local
0000000160,000160,Early Head Start,2020-01-29,2020-02-27,2020-10-30,No,76,,Federal
0000000160,000160,Home Visiting,2020-11-19,2020-12-08,2021-10-11,Yes,7,,Private
0000000160,000160,Childcare Subsidy,2021-10-30,2021-11-01,2022-04-30,No,103,,State
0000000160,000160,Child Care,2022-05-18,2022-05-19,2023-04-28,No,56,,Local
0000000161,000161,Child Care,2020-03-20,2020-04-12,2022-07-21,No,83,,Private
0000000162,000162,Home Visiting,2019-04-01,2019-04-06,2019-12-31,Yes,15,,Local
0000000162,000162,Early Intervention,2020-02-28,2020-03-02,2021-10-15,No,49,Early Intervention,State
0000000163,000163,Early Intervention,2022-01-22,2022-02-16,2022-12-27,No,37,Early Intervention,Private
0000000163,000163,First Steps,2023-02-25,2023-03-10,2025-02-11,No,9,Early Intervention,Local
0000000164,000164,Early Intervention,2022-11-21,2022-12-08,2023-11-02,No,48,Early Intervention,Private
0000000164,000164,Home Visiting,2024-02-03,2024-02-04,2024-11-12,Yes,18,,Local
0000000165,000165,Early Intervention,2021-01-17,2021-02-09,2023-05-22,No,20,Early Intervention,Federal
0000000165,000165,Head Start,2023-06-19,2023-07-12,2024-10-17,No,145,Pre-K,Private
0000000166,000166,Child Care,2019-01-03,2019-01-12,2020-08-24,No,153,,State
0000000166,000166,Childcare Subsidy,2020-09-13,2020-09-22,2022-03-29,No,199,,Federal
0000000166,000166,Head Start,2022-04-14,2022-04-21,2024-03-02,No,98,Pre-K,State
0000000167,000167,Child Care,2022-08-22,2022-09-16,2023-12-11,No,145,,Federal
0000000168,000168,Home Visiting,2021-03-14,2021-04-08,2022-03-18,Yes,8,,Federal
0000000168,000168,Early Intervention,2022-03-31,2022-04-22,2022-11-28,No,32,Early Intervention,Local
0000000169,000169,Early Head Start,2020-10-17,2020-11-04,2022-05-24,No,197,,State
0000000169,000169,Early Intervention,2022-09-19,2022-10-13,2025-05-05,No,21,Early Intervention,Private
0000000169,000169,State Pre-K,2025-07-26,2025-08-04,2026-01-25,No,133,Pre-K,Local
0000000170,000170,Child Care,2021-11-13,2021-12-07,2024-08-29,No,72,,State
0000000171,000171,Early Intervention,2019-03-19,2019-04-01,2019-06-25,No,29,Early Intervention,Federal
0000000172,000172,Child Care,2023-02-19,2023-03-10,2023-10-13,No,191,,State
0000000172,000172,Child Care,2023-10-19,2023-11-07,2025-02-14,No,100,,Local
0000000173,000173,Childcare Subsidy,2022-06-28,2022-07-22,2023-05-13,No,152,,Private
0000000174,000174,Child Care,2022-06-08,2022-07-04,2023-10-05,No,73,,Local
0000000174,000174,Early Intervention,2023-10-10,2023-10-17,2024-09-16,No,41,Early Intervention,Local
0000000174,000174,First Steps,2024-09-27,2024-10-14,2025-05-21,No,40,Early Intervention,Private
0000000175,000175,Early Intervention,2022-06-20,2022-06-24,2022-10-07,No,10,Early Intervention,State
0000000175,000175,Early Intervention,2022-10-09,2022-10-12,2023-03-01,No,10,Early Intervention,Private
0000000175,000175,Childcare Subsidy,2023-03-13,2023-03-20,2023-08-24,No,153,,Federal
0000000176,000176,First Steps,2023-02-27,2023-03-17,2025-02-25,No,25,Early Intervention,Private
0000000176,000176,Child Care,2025-05-18,2025-06-06,2026-01-28,No,153,,Local
0000000177,000177,Childcare Subsidy,2019-07-10,2019-07-20,2020-01-05,No,107,,State
0000000177,000177,Childcare Subsidy,2020-02-03,2020-02-18,2020-06-27,No,151,,State
0000000177,000177,Early Head Start,2020-07-25,2020-08-08,2021-04-25,No,122,,Local
0000000178,000178,Early Head Start,2018-04-16,2018-04-20,2018-11-21,No,49,,Local
0000000178,000178,Early Head Start,2018-12-06,2018-12-24,2019-09-12,No,112,,Private
0000000178,000178,Early Intervention,2019-09-18,2019-10-09,2020-08-24,No,20,Early Intervention,Federal
0000000179,000179,Childcare Subsidy,2019-09-13,2019-10-11,2022-02-22,No,114,,Private
0000000180,000180,Childcare Subsidy,2019-06-24,2019-07-07,2021-05-24,No,125,,Local
0000000180,000180,State Pre-K,2021-06-12,2021-06-14,2023-09-13,No,88,Pre-K,Local
0000000181,000181,First Steps,2020-03-14,2020-03-16,2020-07-18,No,14,Early Intervention,Federal
0000000181,000181,First Steps,2020-07-26,2020-08-05,2021-04-21,No,16,Early Intervention,Private
0000000181,000181,Childcare Subsidy,2021-05-15,2021-06-01,2022-04-22,No,91,,Local
0000000182,000182,Child Care,2021-01-23,2021-02-13,2022-11-07,No,149,,State
0000000183,000183,First Steps,2022-02-22,2022-03-23,2024-10-25,No,39,Early Intervention,Local
0000000184,000184,Home Visiting,2022-05-08,2022-05-25,2023-04-13,Yes,18,,Federal
0000000184,000184,Early Intervention,2023-06-30,2023-07-16,2025-01-18,No,10,Early Intervention,Local
0000000184,000184,Child Care,2025-05-04,2025-06-01,2026-02-06,No,71,,Local
0000000185,000185,Home Visiting,2021-06-21,2021-06-29,2022-04-19,Yes,19,,Local
0000000185,000185,Child Care,2022-05-05,2022-05-21,2023-02-01,No,98,,State
0000000185,000185,Childcare Subsidy,2023-03-01,2023-03-05,2024-07-09,No,139,,Local
0000000185,000185,State Pre-K,2024-08-02,2024-08-28,2025-10-23,No,137,Pre-K,State
0000000185,000185,State Pre-K,2025-11-14,2025-11-29,2026-07-24,No,107,Pre-K,Private
0000000186,000186,Childcare Subsidy,2022-06-25,2022-07-02,2024-03-18,No,146,,State
0000000186,000186,Home Visiting,2024-03-19,2024-04-18,2027-01-15,Yes,4,,State
0000000187,000187,Early Intervention,2019-09-25,2019-10-09,2020-07-11,No,29,Early Intervention,Private
0000000188,000188,Child Care,2019-08-26,2019-09-17,2021-04-17,No,108,,Private
0000000188,000188,Early Head Start,2019-10-17,2019-11-01,2022-04-21,No,102,,Local
0000000189,000189,Child Care,2021-12-20,2021-12-25,2022-11-16,No,169,,Local
0000000190,000190,Child Care,2021-09-07,2021-09-16,2022-05-10,No,177,,Private
0000000190,000190,Home Visiting,2022-08-19,2022-08-29,2023-08-30,Yes,23,,Local
0000000190,000190,Childcare Subsidy,2023-12-08,2023-12-14,2025-06-21,No,77,,Local
0000000191,000191,First Steps,2018-09-15,2018-09-18,2019-06-17,No,9,Early Intervention,State
0000000192,000192,Early Intervention,2021-11-19,2021-11-29,2022-10-09,No,26,Early Intervention,Federal
0000000193,000193,Early Head Start,2021-07-04,2021-07-12,2022-01-03,No,98,,Private
0000000193,000193,Childcare Subsidy,2022-01-09,2022-01-27,2022-10-28,No,81,,State
0000000194,000194,Early Intervention,2021-08-17,2021-08-31,2022-04-30,No,12,Early Intervention,Local
0000000195,000195,Child Care,2022-08-30,2022-09-24,2023-07-11,No,110,,Federal
0000000195,000195,Childcare Subsidy,2023-10-14,2023-11-04,2024-06-27,No,77,,Private
0000000196,000196,First Steps,2020-02-24,2020-03-06,2020-10-10,No,29,Early Intervention,Local
0000000197,000197,Early Intervention,2020-09-26,2020-10-03,2022-07-11,No,42,Early Intervention,Local
0000000197,000197,Early Intervention,2020-11-02,2020-11-17,2023-09-30,No,32,Early Intervention,Local
0000000198,000198,Early Intervention,2020-08-21,2020-08-27,2021-06-22,No,21,Early Intervention,State
0000000199,000199,Childcare Subsidy,2018-12-18,2019-01-07,2020-04-04,No,185,,Private
0000000200,000200,First Steps,2020-02-06,2020-02-23,2022-07-06,No,34,Early Intervention,Local
0000000200,000200,State Pre-K,2022-07-24,2022-08-14,2023-08-25,No,147,Pre-K,Private
0000000201,000201,Child Care,2021-09-14,2021-10-12,2023-03-19,No,128,,Federal
0000000201,000201,Head Start,2023-03-28,2023-04-10,2024-10-19,No,75,Pre-K,State
0000000202,000202,First Steps,2021-04-07,2021-04-17,2022-12-11,No,31,Early Intervention,Federal
0000000202,000202,State Pre-K,2023-03-06,2023-03-14,2024-05-03,No,120,Pre-K,Federal
0000000203,000203,Child Care,2019-08-15,2019-08-25,2020-01-17,No,168,,Federal
0000000204,000204,First Steps,2021-08-04,2021-08-17,2023-02-06,No,20,Early Intervention,Private
0000000204,000204,First Steps,2023-02-17,2023-03-08,2023-12-25,No,40,Early Intervention,Federal
0000000204,000204,State Pre-K,2024-01-16,2024-02-07,2025-05-25,No,85,Pre-K,Federal
0000000205,000205,Child Care,2020-07-27,2020-08-14,2021-07-22,No,85,,Federal
0000000205,000205,Early Head Start,2021-12-01,2021-12-03,2022-09-07,No,36,,Private
0000000206,000206,Early Head Start,2019-04-22,2019-05-01,2021-03-28,No,107,,Private
0000000206,000206,First Steps,2021-04-27,2021-05-07,2024-02-17,No,17,Early Intervention,Federal
0000000207,000207,First Steps,2020-10-05,2020-10-09,2023-07-21,No,12,Early Intervention,Federal
0000000207,000207,Child Care,2023-08-04,2023-08-27,2025-06-23,No,164,,Private
0000000207,000207,Home Visiting,2020-12-24,2021-01-18,2022-10-20,Yes,12,,Federal
0000000208,000208,Early Intervention,2021-10-21,2021-11-17,2024-05-10,No,49,Early Intervention,Local
0000000209,000209,Early Intervention,2022-03-18,2022-04-02,2024-12-07,No,24,Early Intervention,Federal
0000000209,000209,State Pre-K,2025-01-31,2025-02-09,2027-01-16,No,104,Pre-K,Federal
0000000210,000210,Early Head Start,2020-10-22,2020-11-08,2023-05-19,No,182,,Local
0000000210,000210,State Pre-K,2023-05-26,2023-06-05,2025-04-23,No,101,Pre-K,Local
0000000211,000211,Child Care,2021-04-02,2021-05-02,2021-11-26,No,119,,Local
0000000211,000211,Early Head Start,2021-11-27,2021-12-13,2022-08-31,No,134,,Private
0000000211,000211,First Steps,2022-09-12,2022-09-21,2023-04-15,No,23,Early Intervention,Local
0000000212,000212,Child Care,2020-08-04,2020-08-08,2021-01-04,No,39,,Local
0000000213,000213,Childcare Subsidy,2022-05-25,2022-06-02,2024-02-23,No,85,,Federal
0000000213,000213,State Pre-K,2024-03-02,2024-03-31,2026-01-15,No,158,Pre-K,Private
0000000214,000214,Home Visiting,2021-07-07,2021-08-05,2023-03-27,Yes,17,,State
0000000214,000214,First Steps,2023-06-05,2023-06-15,2024-07-13,No,14,Early Intervention,Private
0000000214,000214,Head Start,2024-10-01,2024-10-16,2026-04-01,No,104,Pre-K,Private
0000000214,000214,First Steps,2021-10-02,2021-10-29,2023-04-16,No,22,Early Intervention,Federal
0000000215,000215,Child Care,2019-08-04,2019-08-12,2022-02-01,No,129,,Federal
0000000216,000216,Child Care,2021-05-28,2021-06-11,2022-04-23,No,120,,Private
0000000216,000216,Early Intervention,2022-07-11,2022-07-27,2023-03-19,No,43,Early Intervention,State
0000000216,000216,Head Start,2023-04-20,2023-05-04,2025-01-07,No,137,Pre-K,State
0000000217,000217,Early Intervention,2021-11-23,2021-12-22,2023-04-05,No,31,Early Intervention,Local
0000000217,000217,Early Head Start,2023-07-14,2023-08-03,2026-01-10,No,69,,Local
0000000217,000217,Childcare Subsidy,2021-09-22,2021-10-06,2023-05-14,No,132,,State
0000000218,000218,Early Intervention,2019-11-02,2019-11-21,2020-11-05,No,37,Early Intervention,Federal
0000000219,000219,Childcare Subsidy,2022-01-12,2022-01-17,2024-02-09,No,71,,Local
0000000219,000219,Early Head Start,2024-03-03,2024-03-15,2026-01-03,No,202,,Local
0000000220,000220,Home Visiting,2020-07-03,2020-07-25,2021-06-04,Yes,25,,Federal
0000000220,000220,Childcare Subsidy,2021-06-20,2021-06-27,2022-01-26,No,81,,Private
0000000220,000220,First Steps,2022-02-02,2022-02-19,2022-09-01,No,9,Early Intervention,Local
0000000221,000221,Childcare Subsidy,2019-05-09,2019-05-14,2021-03-09,No,168,,Private
0000000222,000222,Childcare Subsidy,2022-05-13,2022-05-28,2023-06-04,No,198,,State
0000000222,000222,Childcare Subsidy,2023-06-05,2023-06-18,2024-08-11,No,176,,Private
0000000222,000222,State Pre-K,2024-08-22,2024-09-19,2026-08-21,No,78,Pre-K,State
0000000222,000222,Early Intervention,2022-02-21,2022-03-16,2024-10-15,No,49,Early Intervention,Local
0000000222,000222,Childcare Subsidy,2024-11-07,2024-12-07,2026-08-21,No,87,,State
0000000223,000223,First Steps,2023-09-26,2023-10-18,2026-04-02,No,10,Early Intervention,Private
0000000224,000224,Early Head Start,2020-09-10,2020-09-27,2022-08-27,No,109,,State
0000000224,000224,Head Start,2022-09-08,2022-10-01,2024-02-17,No,63,Pre-K,Private
0000000225,000225,Childcare Subsidy,2022-05-26,2022-05-28,2024-09-02,No,137,,Private
0000000226,000226,Early Intervention,2019-11-21,2019-11-27,2022-07-13,No,26,Early Intervention,Federal
0000000226,000226,Child Care,2022-08-12,2022-09-03,2023-10-07,No,202,,State
0000000226,000226,Child Care,2019-09-08,2019-09-14,2022-03-06,No,104,,Federal
0000000226,000226,Childcare Subsidy,2022-03-19,2022-04-17,2024-03-07,No,139,,Private
0000000226,000226,Child Care,2019-09-08,2019-10-06,2021-01-04,No,78,,Local
0000000227,000227,First Steps,2021-09-16,2021-10-15,2023-06-22,No,23,Early Intervention,Local
0000000227,000227,Early Head Start,2023-06-27,2023-07-13,2025-04-25,No,117,,Private
0000000228,000228,Child Care,2020-05-20,2020-06-01,2021-10-28,No,54,,Federal
0000000228,000228,State Pre-K,2022-02-14,2022-03-08,2023-01-06,No,83,Pre-K,Federal
0000000228,000228,Childcare Subsidy,2023-03-11,2023-03-12,2024-01-02,No,145,,Local
0000000229,000229,Child Care,2019-09-23,2019-10-03,2020-09-02,No,88,,Local
0000000229,000229,Early Intervention,2020-09-27,2020-10-04,2020-12-31,No,19,Early Intervention,Local
0000000230,000230,Early Intervention,2019-03-04,2019-03-29,2020-02-11,No,18,Early Intervention,Private
0000000231,000231,Childcare Subsidy,2019-08-18,2019-09-01,2021-03-22,No,46,,State
0000000231,000231,Childcare Subsidy,2021-04-16,2021-05-04,2021-12-26,No,65,,State
0000000232,000232,Home Visiting,2019-10-13,2019-11-10,2021-04-28,Yes,16,,Private
0000000232,000232,Early Intervention,2021-06-19,2021-06-21,2022-04-23,No,44,Early Intervention,Private
0000000232,000232,Head Start,2022-07-31,2022-08-25,2024-03-22,No,137,Pre-K,Private
0000000233,000233,First Steps,2022-04-19,2022-04-24,2023-04-20,No,16,Early Intervention,Local
0000000233,000233,Childcare Subsidy,2023-05-16,2023-06-01,2024-08-26,No,102,,Federal
0000000233,000233,Head Start,2024-08-31,2024-09-13,2025-10-20,No,119,Pre-K,Federal
0000000234,000234,Early Head Start,2019-12-30,2020-01-03,2020-08-04,No,179,,Local
0000000234,000234,Early Head Start,2020-08-15,2020-08-31,2021-10-12,No,125,,State
0000000234,000234,Child Care,2021-11-06,2021-11-12,2023-06-27,No,147,,State
0000000234,000234,First Steps,2019-05-07,2019-05-15,2021-05-14,No,15,Early Intervention,Federal
0000000235,000235,First Steps,2021-11-16,2021-12-02,2022-12-18,No,32,Early Intervention,Local
0000000236,000236,Early Head Start,2019-03-30,2019-04-13,2020-02-03,No,182,,State
0000000236,000236,Childcare Subsidy,2020-02-17,2020-03-08,2021-06-15,No,88,,Local
0000000237,000237,First Steps,2023-03-24,2023-04-19,2025-05-12,No,18,Early Intervention,Local
0000000237,000237,Child Care,2025-05-14,2025-06-02,2026-08-16,No,102,,Local
0000000237,000237,Child Care,2026-08-26,2026-09-20,2027-04-26,No,185,,State
0000000238,000238,First Steps,2023-03-04,2023-03-18,2025-08-15,No,10,Early Intervention,Private
0000000239,000239,First Steps,2020-06-24,2020-07-16,2021-03-13,No,11,Early Intervention,State
0000000239,000239,Home Visiting,2021-04-02,2021-04-26,2022-01-03,Yes,16,,Private
0000000240,000240,Child Care,2022-08-25,2022-08-30,2023-06-13,No,88,,State
0000000240,000240,Childcare Subsidy,2023-07-13,2023-08-08,2023-10-18,No,106,,State
0000000241,000241,Early Head Start,2022-08-22,2022-09-15,2025-03-29,No,69,,Local
0000000242,000242,Early Intervention,2021-06-15,2021-07-03,2023-12-29,No,33,Early Intervention,State
0000000242,000242,Childcare Subsidy,2024-04-23,2024-04-24,2025-08-29,No,127,,Local
0000000243,000243,Child Care,2022-06-16,2022-07-11,2022-12-23,No,29,,State
0000000244,000244,First Steps,2019-03-16,2019-03-20,2020-06-30,No,10,Early Intervention,Federal
0000000244,000244,Child Care,2020-07-24,2020-08-04,2022-06-13,No,90,,Federal
0000000245,000245,Early Intervention,2020-09-05,2020-09-09,2021-09-14,No,8,Early Intervention,State
0000000246,000246,First Steps,2021-05-17,2021-06-14,2023-04-18,No,44,Early Intervention,State
0000000246,000246,Early Intervention,2023-07-25,2023-08-04,2024-08-11,No,44,Early Intervention,Local
0000000246,000246,Head Start,2024-11-30,2024-12-08,2026-06-09,No,86,Pre-K,State
0000000247,000247,Early Head Start,2019-09-26,2019-10-05,2021-04-20,No,83,,Federal
0000000248,000248,Childcare Subsidy,2022-12-04,2022-12-11,2023-11-16,No,119,,Federal
0000000248,000248,Early Intervention,2023-12-03,2023-12-05,2025-11-11,No,49,Early Intervention,State
0000000248,000248,Head Start,2025-11-23,2025-12-01,2027-02-14,No,122,Pre-K,Local
0000000249,000249,Childcare Subsidy,2022-12-21,2023-01-08,2024-11-15,No,46,,Federal
0000000250,000250,Childcare Subsidy,2022-02-23,2022-03-21,2024-02-26,No,138,,Private
0000000250,000250,Child Care,2024-03-15,2024-03-27,2025-06-09,No,135,,Private
0000000251,000251,Child Care,2021-09-10,2021-09-16,2024-05-08,No,164,,State
0000000251,000251,Childcare Subsidy,2024-06-04,2024-06-07,2026-01-09,No,149,,Federal
0000000251,000251,Home Visiting,2021-07-12,2021-08-01,2022-11-07,Yes,22,,State
0000000251,000251,Early Intervention,2022-11-13,2022-12-13,2024-04-18,No,30,Early Intervention,Local
0000000252,000252,First Steps,2019-06-18,2019-06-24,2019-12-16,No,20,Early Intervention,Local
0000000252,000252,Early Intervention,2020-01-10,2020-01-25,2020-05-14,No,11,Early Intervention,Federal
0000000253,000253,Home Visiting,2022-02-12,2022-02-14,2023-08-31,Yes,25,,Local
0000000254,000254,Childcare Subsidy,2023-09-16,2023-10-10,2024-07-09,No,95,,Private
0000000255,000255,Early Head Start,2022-07-31,2022-08-07,2025-05-20,No,46,,Private
0000000256,000256,Childcare Subsidy,2022-12-30,2023-01-24,2023-08-04,No,148,,Local
0000000257,000257,Early Head Start,2022-01-13,2022-02-04,2023-09-27,No,210,,State
0000000258,000258,Early Head Start,2022-08-15,2022-08-21,2025-05-08,No,99,,Local
0000000258,000258,State Pre-K,2022-09-20,2022-10-05,2026-11-18,No,89,Pre-K,Private
0000000259,000259,First Steps,2022-05-02,2022-05-14,2023-03-19,No,33,Early Intervention,Federal
0000000260,000260,Early Intervention,2020-03-05,2020-03-26,2021-09-18,No,45,Early Intervention,Private
0000000261,000261,Early Head Start,2020-06-22,2020-07-03,2021-08-11,No,103,,Private
0000000262,000262,Early Head Start,2022-11-14,2022-12-02,2024-04-14,No,63,,Local
0000000262,000262,Childcare Subsidy,2024-05-02,2024-05-04,2025-12-23,No,66,,Local
0000000263,000263,Child Care,2018-10-19,2018-11-18,2019-09-04,No,71,,Local
0000000264,000264,Early Head Start,2022-05-20,2022-05-29,2025-01-23,No,114,,Local
0000000264,000264,State Pre-K,2025-02-18,2025-03-14,2026-09-06,No,120,Pre-K,State
