Child DCN,Child MOSIS ID,RefProgramType.Description,EnrollmentDate,ServicePlanDate,ServicePlanEndDate,VisitingIndicator,NumberOfDaysInAttendance,RefStudentGradeLevel.Description,RefFundingSource.Descriptions
0000000160,000160,Child Care,2022-11-11,2022-11-29,2023-03-05,No,47,,Private
0000000161,000161,Home Visiting,2019-04-23,2019-05-09,2020-09-26,Yes,20,,Federal
0000000162,000162,Early Head Start,2019-08-06,2019-09-05,2020-08-06,No,98,,Private
0000000163,000163,Home Visiting,2022-07-13,2022-08-04,2023-03-17,Yes,17,,Local
0000000163,000163,Early Intervention,2023-04-16,2023-04-23,2024-05-20,No,14,Early Intervention,State
0000000164,000164,Childcare Subsidy,2022-07-02,2022-07-30,2024-01-09,No,108,,Local
0000000164,000164,State Pre-K,2024-04-24,2024-05-24,2025-08-24,No,89,Pre-K,Federal
0000000165,000165,Home Visiting,2020-02-08,2020-02-12,2022-03-28,Yes,16,,Local
0000000165,000165,Home Visiting,2022-04-24,2022-05-13,2024-06-30,Yes,6,,Private
0000000165,000165,Childcare Subsidy,2024-07-22,2024-08-19,2025-04-30,No,105,,Private
0000000165,000165,First Steps,2020-10-31,2020-11-19,2022-02-01,No,33,Early Intervention,State
0000000166,000166,Child Care,2020-01-30,2020-02-24,2022-09-13,No,198,,Private
0000000166,000166,Child Care,2022-09-24,2022-10-24,2024-03-02,No,191,,Federal
0000000166,000166,Home Visiting,2019-09-03,2019-09-18,2022-06-08,Yes,12,,Federal
0000000167,000167,Child Care,2022-07-14,2022-08-10,2024-02-22,No,183,,Federal
0000000167,000167,Head Start,2024-03-05,2024-03-28,2025-10-01,No,73,Pre-K,Federal
0000000168,000168,Childcare Subsidy,2021-08-25,2021-09-17,2022-05-28,No,88,,Local
0000000168,000168,Early Head Start,2022-08-04,2022-09-01,2022-12-05,No,101,,Federal
0000000168,000168,Child Care,2023-05-19,2023-06-01,2023-11-19,No,116,,Local
0000000168,000168,Child Care,2024-04-09,2024-05-01,2025-01-07,No,36,,Private
0000000169,000169,Early Intervention,2021-09-19,2021-09-26,2023-07-02,No,35,Early Intervention,Federal
0000000169,000169,Early Head Start,2023-07-18,2023-07-29,2025-01-11,No,89,,Private
0000000169,000169,State Pre-K,2025-01-16,2025-02-06,2026-01-25,No,83,Pre-K,State
0000000170,000170,Childcare Subsidy,2022-11-18,2022-12-06,2025-06-29,No,198,,State
0000000171,000171,First Steps,2018-10-24,2018-10-29,2019-05-09,No,36,Early Intervention,Local
0000000171,000171,Early Intervention,2018-11-28,2018-12-13,2019-12-02,No,20,Early Intervention,Local
0000000172,000172,Early Head Start,2023-02-23,2023-03-06,2023-11-26,No,163,,State
0000000172,000172,Early Head Start,2023-12-24,2024-01-01,2025-07-27,No,84,,Local
0000000172,000172,Childcare Subsidy,2025-08-17,2025-09-07,2026-04-15,No,126,,Local
0000000173,000173,Early Head Start,2022-05-27,2022-06-14,2024-06-08,No,55,,Private
0000000173,000173,Early Head Start,2024-06-29,2024-07-14,2026-03-31,No,99,,State
0000000173,000173,Head Start,2026-04-19,2026-05-01,2027-01-03,No,75,Pre-K,Local
0000000174,000174,Early Intervention,2023-04-03,2023-04-29,2025-04-27,No,37,Early Intervention,Federal
0000000175,000175,Early Head Start,2023-01-26,2023-02-01,2023-11-18,No,65,,Federal
0000000176,000176,Early Intervention,2023-03-22,2023-03-23,2024-11-22,No,49,Early Intervention,Federal
0000000176,000176,Childcare Subsidy,2024-12-22,2025-01-17,2025-08-09,No,169,,State
0000000176,000176,State Pre-K,2025-08-27,2025-08-28,2027-01-05,No,137,Pre-K,Local
0000000176,000176,Childcare Subsidy,2022-07-08,2022-07-21,2023-06-18,No,120,,Federal
0000000176,000176,Child Care,2023-06-22,2023-07-18,2025-05-25,No,152,,State
0000000177,000177,Home Visiting,2018-07-10,2018-07-13,2019-03-16,Yes,3,,Local
0000000177,000177,Home Visiting,2019-06-11,2019-06-25,2019-12-19,Yes,5,,State
0000000177,000177,Early Head Start,2020-04-01,2020-04-30,2021-02-09,No,64,,Local
0000000178,000178,Child Care,2019-12-12,2020-01-11,2020-05-18,No,49,,Local
0000000178,000178,Childcare Subsidy,2020-06-04,2020-06-25,2021-06-04,No,70,,Private
0000000179,000179,Childcare Subsidy,2019-01-26,2019-02-25,2021-01-14,No,119,,Federal
0000000179,000179,Child Care,2021-05-07,2021-06-01,2023-05-30,No,182,,Local
0000000179,000179,Childcare Subsidy,2019-04-21,2019-05-10,2020-05-30,No,90,,Private
0000000179,000179,Childcare Subsidy,2020-09-21,2020-10-19,2022-01-16,No,147,,Private
0000000180,000180,Early Head Start,2019-01-31,2019-02-23,2020-06-11,No,163,,Local
0000000180,000180,Child Care,2020-07-11,2020-07-14,2022-07-25,No,89,,Local
0000000181,000181,Childcare Subsidy,2020-02-13,2020-02-29,2020-07-14,No,105,,Private
0000000181,000181,Early Head Start,2020-08-04,2020-08-30,2021-03-25,No,72,,Private
0000000182,000182,Childcare Subsidy,2020-07-10,2020-07-11,2022-04-24,No,143,,Private
0000000182,000182,Childcare Subsidy,2020-08-10,2020-08-25,2023-10-16,No,141,,State
0000000183,000183,Childcare Subsidy,2022-10-22,2022-11-16,2024-06-22,No,134,,State
0000000184,000184,First Steps,2021-07-02,2021-07-07,2023-05-02,No,38,Early Intervention,Private
0000000184,000184,Early Head Start,2023-06-28,2023-07-14,2024-05-12,No,51,,Private
0000000185,000185,First Steps,2022-06-25,2022-07-24,2023-06-27,No,12,Early Intervention,Federal
0000000185,000185,Early Intervention,2023-07-11,2023-08-03,2024-05-25,No,11,Early Intervention,Local
0000000186,000186,Home Visiting,2022-03-20,2022-03-25,2024-04-14,Yes,22,,Federal
0000000187,000187,Child Care,2020-03-03,2020-03-18,2020-06-01,No,138,,Local
0000000187,000187,Home Visiting,2020-06-09,2020-07-05,2021-05-09,Yes,7,,State
0000000188,000188,First Steps,2021-01-07,2021-01-21,2021-12-31,No,40,Early Intervention,Local
0000000189,000189,Child Care,2021-11-01,2021-11-03,2023-01-18,No,197,,Local
0000000189,000189,Child Care,2023-02-09,2023-02-13,2024-07-12,No,135,,Local
0000000189,000189,State Pre-K,2024-07-15,2024-07-17,2026-01-19,No,138,Pre-K,State
0000000189,000189,Child Care,2026-01-20,2026-02-19,2026-07-27,No,149,,State
0000000190,000190,Early Head Start,2021-01-26,2021-01-31,2021-09-12,No,92,,Local
0000000191,000191,Child Care,2018-07-30,2018-08-29,2019-06-19,No,79,,Federal
0000000191,000191,Early Head Start,2019-12-02,2020-01-01,2020-08-31,No,57,,Private
0000000191,000191,Child Care,2021-02-04,2021-02-14,2021-06-05,No,65,,State
0000000192,000192,Early Head Start,2020-06-02,2020-07-02,2021-01-26,No,36,,Federal
0000000193,000193,Childcare Subsidy,2022-08-28,2022-09-27,2023-07-21,No,93,,Federal
0000000193,000193,Child Care,2023-08-06,2023-08-15,2023-11-08,No,137,,State
0000000193,000193,First Steps,2023-11-20,2023-12-01,2024-08-12,No,10,Early Intervention,Local
0000000193,000193,Head Start,2024-09-01,2024-09-19,2024-11-19,No,64,Pre-K,Private
0000000193,000193,State Pre-K,2024-11-23,2024-12-04,2025-04-18,No,93,Pre-K,Federal
0000000194,000194,First Steps,2021-07-28,2021-08-16,2023-05-19,No,29,Early Intervention,Federal
0000000194,000194,Child Care,2023-08-08,2023-08-16,2024-10-13,No,61,,Federal
0000000195,000195,Childcare Subsidy,2022-03-24,2022-04-11,2022-12-12,No,91,,Private
0000000195,000195,Child Care,2023-02-23,2023-03-22,2024-01-17,No,61,,Federal
0000000195,000195,First Steps,2024-04-29,2024-05-15,2024-07-31,No,11,Early Intervention,Federal
0000000196,000196,First Steps,2019-08-12,2019-09-06,2020-05-14,No,31,Early Intervention,Federal
0000000196,000196,Child Care,2020-05-26,2020-06-17,2020-09-17,No,31,,Private
0000000197,000197,Early Intervention,2020-12-09,2020-12-19,2021-07-03,No,53,Early Intervention,State
0000000198,000198,Home Visiting,2021-01-01,2021-01-06,2021-05-09,Yes,7,,Federal
0000000198,000198,First Steps,2021-02-05,2021-02-20,2021-08-13,No,17,Early Intervention,Local
0000000199,000199,First Steps,2019-01-27,2019-02-20,2020-02-20,No,56,Early Intervention,Federal
0000000200,000200,First Steps,2019-04-02,2019-04-28,2020-11-03,No,16,Early Intervention,Federal
0000000201,000201,Home Visiting,2021-03-07,2021-03-20,2022-11-11,Yes,14,,State
0000000201,000201,Childcare Subsidy,2023-02-23,2023-03-01,2025-09-06,No,116,,Private
0000000201,000201,Childcare Subsidy,2021-03-20,2021-04-19,2023-11-02,No,125,,Federal
0000000202,000202,Early Intervention,2021-04-02,2021-04-18,2022-12-25,No,26,Early Intervention,Federal
0000000202,000202,Early Head Start,2022-12-30,2023-01-08,2024-01-01,No,173,,Private
0000000203,000203,Childcare Subsidy,2019-02-05,2019-03-01,2020-02-20,No,51,,Local
0000000204,000204,First Steps,2022-06-14,2022-06-20,2023-07-20,No,19,Early Intervention,Local
0000000204,000204,Child Care,2023-11-14,2023-12-07,2025-10-26,No,100,,Private
0000000205,000205,Home Visiting,2020-12-25,2021-01-23,2021-05-25,Yes,5,,Local
0000000205,000205,Child Care,2021-07-24,2021-08-22,2021-12-23,No,116,,Local
0000000205,000205,Childcare Subsidy,2022-03-05,2022-03-19,2022-12-14,No,83,,Private
0000000206,000206,First Steps,2020-01-13,2020-01-27,2022-06-05,No,30,Early Intervention,Federal
0000000206,000206,Childcare Subsidy,2022-07-11,2022-08-06,2024-04-16,No,102,,Federal
0000000207,000207,Child Care,2020-08-26,2020-09-06,2022-12-13,No,56,,Federal
0000000208,000208,Childcare Subsidy,2021-02-05,2021-02-24,2023-11-25,No,137,,State
0000000209,000209,Early Intervention,2023-05-24,2023-06-16,2024-10-28,No,29,Early Intervention,State
0000000209,000209,Childcare Subsidy,2025-01-25,2025-02-12,2027-01-16,No,78,,Private
0000000210,000210,Early Head Start,2021-06-13,2021-07-04,2024-03-02,No,64,,Federal
0000000210,000210,Childcare Subsidy,2024-03-22,2024-04-08,2025-04-23,No,139,,Federal
0000000211,000211,Home Visiting,2021-05-24,2021-06-10,2022-04-04,Yes,20,,State
0000000211,000211,Child Care,2022-04-08,2022-04-29,2022-09-21,No,71,,State
0000000212,000212,Early Intervention,2019-06-21,2019-07-05,2020-02-02,No,15,Early Intervention,Federal
0000000213,000213,First Steps,2021-12-13,2021-12-25,2024-02-09,No,45,Early Intervention,Private
0000000214,000214,Home Visiting,2022-02-25,2022-03-15,2023-12-17,Yes,18,,Federal
0000000215,000215,Early Intervention,2019-01-12,2019-01-26,2020-08-27,No,45,Early Intervention,Local
0000000216,000216,Early Intervention,2021-01-30,2021-02-10,2023-01-15,No,22,Early Intervention,Private
0000000217,000217,Childcare Subsidy,2021-10-01,2021-10-19,2024-05-27,No,164,,Local
0000000217,000217,State Pre-K,2024-05-29,2024-06-03,2026-02-28,No,137,Pre-K,Private
0000000217,000217,First Steps,2021-09-22,2021-09-29,2022-10-11,No,30,Early Intervention,Federal
0000000218,000218,Home Visiting,2019-09-26,2019-10-09,2020-10-27,Yes,22,,Federal
0000000218,000218,Childcare Subsidy,2020-12-26,2021-01-01,2021-10-27,No,149,,Federal
0000000219,000219,Early Head Start,2023-09-17,2023-09-28,2026-04-12,No,151,,Private
0000000219,000219,Child Care,2026-05-03,2026-05-14,2027-05-03,No,203,,State
0000000220,000220,First Steps,2019-11-25,2019-12-15,2021-10-14,No,25,Early Intervention,Local
0000000220,000220,Early Intervention,2020-01-14,2020-01-29,2022-05-05,No,38,Early Intervention,Federal
0000000221,000221,Child Care,2020-07-28,2020-08-11,2022-07-16,No,120,,State
0000000221,000221,Childcare Subsidy,2022-10-21,2022-11-18,2024-03-07,No,173,,Local
0000000221,000221,Early Head Start,2019-09-08,2019-09-24,2021-07-17,No,138,,Private
0000000221,000221,Childcare Subsidy,2021-08-17,2021-08-22,2023-02-23,No,160,,Local
0000000221,000221,Child Care,2023-06-03,2023-06-06,2024-03-07,No,161,,Local
0000000222,000222,Child Care,2022-11-29,2022-12-24,2025-05-19,No,133,,State
0000000223,000223,Childcare Subsidy,2022-02-09,2022-02-22,2025-02-17,No,58,,Private
0000000224,000224,Child Care,2019-12-20,2019-12-29,2021-02-08,No,105,,Federal
0000000225,000225,Early Head Start,2022-08-06,2022-08-31,2025-02-09,No,167,,Local
0000000226,000226,First Steps,2020-05-23,2020-06-01,2022-05-08,No,55,Early Intervention,Federal
0000000226,000226,State Pre-K,2022-05-24,2022-06-10,2023-12-20,No,154,Pre-K,Federal
0000000226,000226,First Steps,2019-09-08,2019-09-30,2022-08-03,No,25,Early Intervention,Federal
0000000227,000227,First Steps,2022-11-10,2022-11-19,2025-03-08,No,13,Early Intervention,Federal
0000000228,000228,First Steps,2019-05-20,2019-05-29,2020-02-19,No,39,Early Intervention,Federal
0000000228,000228,Childcare Subsidy,2020-02-28,2020-03-18,2021-03-31,No,172,,Private
0000000229,000229,Childcare Subsidy,2019-04-07,2019-04-30,2020-01-25,No,110,,Federal
0000000229,000229,Child Care,2020-06-29,2020-07-13,2021-04-16,No,159,,Private
0000000229,000229,Early Intervention,2021-10-13,2021-10-20,2022-07-06,No,7,Early Intervention,Federal
0000000230,000230,Home Visiting,2019-12-01,2019-12-27,2020-11-04,Yes,12,,Private
0000000230,000230,Childcare Subsidy,2020-01-26,2020-02-10,2021-04-18,No,141,,Private
0000000231,000231,Childcare Subsidy,2019-01-24,2019-02-15,2020-10-10,No,75,,Federal
0000000232,000232,Early Head Start,2019-09-09,2019-09-15,2020-03-15,No,63,,Local
0000000232,000232,Early Intervention,2020-04-02,2020-04-03,2022-03-14,No,16,Early Intervention,State
0000000232,000232,Childcare Subsidy,2022-03-31,2022-04-25,2024-01-13,No,138,,Local
0000000233,000233,First Steps,2021-11-01,2021-11-14,2023-08-24,No,36,Early Intervention,Local
0000000234,000234,Early Intervention,2019-10-23,2019-10-31,2020-07-05,No,29,Early Intervention,Local
0000000234,000234,Early Head Start,2020-08-02,2020-08-13,2021-09-17,No,101,,Local
0000000234,000234,State Pre-K,2021-09-18,2021-09-30,2023-02-24,No,94,Pre-K,Local
0000000235,000235,Child Care,2022-04-11,2022-05-04,2023-09-07,No,51,,Local
0000000235,000235,Child Care,2023-12-14,2023-12-16,2026-02-03,No,46,,Federal
0000000236,000236,Early Intervention,2019-08-11,2019-08-22,2020-08-04,No,27,Early Intervention,Federal
0000000237,000237,Early Intervention,2023-01-29,2023-02-23,2024-11-22,No,28,Early Intervention,Private
0000000238,000238,Home Visiting,2021-10-05,2021-10-29,2023-01-30,Yes,27,,Private
0000000239,000239,Childcare Subsidy,2019-08-08,2019-08-17,2020-05-07,No,115,,State
0000000240,000240,First Steps,2022-08-14,2022-09-05,2023-06-22,No,33,Early Intervention,State
0000000240,000240,Early Intervention,2023-12-15,2024-01-10,2024-07-04,No,8,Early Intervention,State
0000000240,000240,Head Start,2024-11-05,2024-11-08,2025-09-28,No,119,Pre-K,Local
0000000241,000241,Child Care,2022-07-19,2022-08-08,2025-02-15,No,123,,Federal
0000000241,000241,Childcare Subsidy,2025-02-22,2025-03-14,2026-02-20,No,148,,State
0000000242,000242,First Steps,2021-09-14,2021-09-15,2023-10-06,No,16,Early Intervention,Private
0000000243,000243,Child Care,2022-09-07,2022-09-24,2023-06-29,No,56,,Private
0000000244,000244,Early Intervention,2019-07-02,2019-07-26,2020-05-05,No,19,Early Intervention,Federal
0000000245,000245,Childcare Subsidy,2021-11-05,2021-11-28,2022-07-12,No,189,,Local
0000000245,000245,Early Intervention,2022-10-21,2022-11-12,2024-09-02,No,19,Early Intervention,State
0000000245,000245,Childcare Subsidy,2024-10-13,2024-10-29,2025-06-05,No,83,,Private
0000000245,000245,Early Intervention,2020-12-06,2020-12-13,2021-10-26,No,34,Early Intervention,Federal
0000000246,000246,Early Intervention,2021-08-15,2021-08-20,2023-03-17,No,34,Early Intervention,Local
0000000247,000247,Early Intervention,2019-05-30,2019-06-29,2021-01-15,No,22,Early Intervention,Private
0000000247,000247,Head Start,2019-07-29,2019-08-13,2021-09-18,No,135,Pre-K,State
0000000248,000248,First Steps,2023-06-08,2023-06-29,2024-05-18,No,30,Early Intervention,Local
0000000248,000248,Child Care,2023-07-29,2023-08-13,2026-06-14,No,180,,State
0000000249,000249,Childcare Subsidy,2023-03-05,2023-03-27,2023-11-24,No,80,,Federal
0000000249,000249,First Steps,2023-12-15,2023-12-19,2025-03-18,No,36,Early Intervention,Private
0000000250,000250,Childcare Subsidy,2022-06-08,2022-06-26,2024-03-04,No,102,,State
0000000250,000250,Home Visiting,2024-03-26,2024-04-06,2025-09-29,Yes,9,,Private
0000000250,000250,Head Start,2025-09-30,2025-10-28,2026-10-01,No,74,Pre-K,State
0000000251,000251,Child Care,2022-01-20,2022-02-17,2023-05-08,No,143,,Local
0000000251,000251,Childcare Subsidy,2023-07-11,2023-08-05,2026-01-09,No,61,,Local
0000000251,000251,Home Visiting,2021-07-12,2021-07-23,2023-05-18,Yes,23,,State
0000000252,000252,First Steps,2020-02-26,2020-03-08,2020-11-12,No,19,Early Intervention,Private
0000000252,000252,Early Head Start,2020-12-04,2020-12-26,2021-08-05,No,123,,Private
0000000252,000252,Early Head Start,2021-08-18,2021-08-28,2022-05-01,No,34,,Private
0000000253,000253,Child Care,2021-08-08,2021-08-21,2023-09-13,No,171,,Federal
0000000254,000254,Early Head Start,2022-07-03,2022-07-26,2023-09-15,No,118,,Federal
0000000255,000255,Child Care,2022-05-25,2022-05-31,2024-12-09,No,94,,Local
0000000255,000255,Childcare Subsidy,2024-12-18,2025-01-04,2026-01-05,No,143,,Federal
0000000255,000255,Home Visiting,2021-08-16,2021-09-07,2024-06-10,Yes,20,,Private
0000000256,000256,Early Head Start,2023-10-08,2023-10-16,2024-06-22,No,39,,State
0000000257,000257,Childcare Subsidy,2022-04-06,2022-04-19,2024-08-09,No,55,,State
0000000257,000257,Childcare Subsidy,2024-09-03,2024-10-03,2026-02-11,No,164,,Private
0000000258,000258,Child Care,2021-08-13,2021-08-28,2023-05-03,No,179,,Local
0000000258,000258,Home Visiting,2023-05-04,2023-05-05,2026-03-21,Yes,19,,State
0000000258,000258,State Pre-K,2026-04-18,2026-04-25,2026-11-18,No,112,Pre-K,State
0000000259,000259,Home Visiting,2022-01-20,2022-02-19,2023-01-09,Yes,4,,Private
0000000259,000259,Childcare Subsidy,2023-02-07,2023-02-12,2023-06-12,No,83,,Private
0000000260,000260,Early Head Start,2021-04-28,2021-05-25,2022-08-25,No,48,,Private
0000000261,000261,Early Intervention,2020-06-15,2020-06-19,2020-12-26,No,36,Early Intervention,Local
0000000261,000261,Child Care,2021-01-10,2021-01-12,2022-01-19,No,110,,Local
0000000261,000261,Home Visiting,2022-01-26,2022-02-12,2024-01-16,Yes,21,,Federal
0000000262,000262,Child Care,2022-01-11,2022-01-24,2025-01-02,No,96,,State
0000000262,000262,Child Care,2025-01-30,2025-02-16,2026-08-17,No,135,,Local
0000000262,000262,Child Care,2022-04-20,2022-05-15,2024-11-05,No,197,,Private
0000000263,000263,Early Head Start,2019-09-27,2019-10-13,2020-06-21,No,195,,Federal
0000000263,000263,Childcare Subsidy,2020-07-01,2020-07-08,2022-03-02,No,138,,Private
0000000264,000264,First Steps,2022-10-15,2022-11-07,2024-04-01,No,55,Early Intervention,State
0000000265,000265,First Steps,2019-02-23,2019-03-11,2021-02-18,No,34,Early Intervention,Local
0000000265,000265,First Steps,2021-02-21,2021-03-21,2022-03-28,No,35,Early Intervention,Private
0000000265,000265,Childcare Subsidy,2022-04-25,2022-05-05,2024-07-15,No,198,,State
0000000266,000266,First Steps,2018-11-07,2018-11-16,2019-07-01,No,50,Early Intervention,Federal
0000000267,000267,First Steps,2022-09-20,2022-10-04,2024-05-12,No,36,Early Intervention,Federal
0000000267,000267,State Pre-K,2024-08-28,2024-08-31,2026-03-26,No,154,Pre-K,Federal
0000000268,000268,Early Head Start,2021-10-28,2021-11-10,2023-11-17,No,116,,Federal
0000000268,000268,State Pre-K,2023-12-03,2023-12-28,2026-02-23,No,149,Pre-K,Federal
0000000269,000269,Child Care,2020-06-20,2020-07-14,2022-03-09,No,72,,Local
0000000269,000269,Childcare Subsidy,2022-04-15,2022-05-12,2023-12-01,No,91,,Federal
0000000269,000269,Head Start,2024-02-18,2024-02-20,2025-02-13,No,131,Pre-K,State
0000000270,000270,Early Head Start,2019-02-03,2019-02-07,2021-09-22,No,68,,Local
0000000271,000271,Child Care,2018-11-15,2018-12-11,2020-07-18,No,151,,State
0000000272,000272,Childcare Subsidy,2023-07-18,2023-08-08,2024-11-16,No,109,,State
0000000273,000273,Child Care,2021-07-31,2021-08-05,2023-02-07,No,47,,Local
0000000273,000273,Childcare Subsidy,2023-02-11,2023-02-14,2024-01-27,No,61,,State
0000000273,000273,Childcare Subsidy,2024-02-09,2024-03-01,2025-07-15,No,103,,Private
0000000274,000274,Early Intervention,2021-10-05,2021-10-13,2022-12-29,No,30,Early Intervention,Private
0000000274,000274,Home Visiting,2023-04-14,2023-04-30,2024-10-21,Yes,26,,Private
